name,method_type,num_runs,mean_final_val_accuracy,std_final_val_accuracy,mean_best_val_accuracy,std_best_val_accuracy,mean_adaptations_applied,mean_final_hidden_dim,mean_parameter_count,mean_nonzero_parameter_count,mean_weight_sparsity,mean_forward_flop_proxy,mean_activation_elements,best_seed,notes
layermerge-mnist,workflow,2,0.8046000003814697,0.0059999823570251465,0.8046000003814697,0.0059999823570251465,1,0,14586,14586,0.0,4502170,7178,42,workflow=layermerge; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU
deep-cnn-mnist,baseline,2,0.752700001001358,0.037099987268447876,0.7926999926567078,0.0029000043869018555,0,0,25978,25978,0.0,4524826,7306,42,device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU
