name,method_type,num_runs,mean_final_val_accuracy,std_final_val_accuracy,mean_best_val_accuracy,std_best_val_accuracy,mean_adaptations_applied,mean_final_hidden_dim,mean_parameter_count,mean_nonzero_parameter_count,mean_weight_sparsity,mean_forward_flop_proxy,mean_activation_elements,best_seed,notes
network-slimming-mnist,workflow,5,0.8028799891471863,0.08152414721437827,0.8363999962806702,0.017746209383832454,1,0,12187,12187,0.0,3119397,5976,7,workflow=network_slimming; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU
wide-cnn-mnist-bn,baseline,5,0.7938400030136108,0.04962119053416266,0.836520004272461,0.02054015226280588,0,0,16474,16474,0.0,4505914,7210,99,device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU
conditional-computation-mnist,workflow,5,0.5925600051879882,0.02852546999722206,0.5939599990844726,0.02682787498905763,0,,11146,11146,0.0,4439194,7114,42,"workflow=conditional_computation; route_summary={'policy': 'early_exit', 'mode': 'eval', 'confidence_threshold': 0.9, 'early_exit_fraction': 0.0, 'full_path_fraction': 1.0, 'mean_width': 1.0, 'mean_cost_ratio': 1.0}; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU"
dynamic-slimmable-mnist,workflow,5,0.5825999855995179,0.028993789852419346,0.5842399835586548,0.026994932695121477,0,,11146,11146,0.0,4439194,7114,7,"workflow=dynamic_slimmable; route_summary={'policy': 'dynamic_width', 'mode': 'eval', 'confidence_threshold': 0.85, 'route_counts': {'0.5': 9, '0.75': 8, '1.0': 119}, 'mean_width': 0.9522, 'mean_cost_ratio': 0.9252}; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU"
fixed-cnn-mnist,baseline,5,0.47528000473976134,0.009209210693967977,0.47528000473976134,0.009209210693967977,0,0,7562,7562,0.0,2061098,4810,99,device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU
