name,epochs,final_train_loss,final_train_accuracy,final_val_accuracy,best_val_accuracy,adaptations_applied,final_hidden_dim,parameter_count,nonzero_parameter_count,weight_sparsity,forward_flop_proxy,activation_elements,method_type,notes
wide-cnn-mnist-bn,8,0.5084869261741638,0.8703,0.8501999974250793,0.8501999974250793,0,0,16474,16474,0.0,4505914,7210,baseline,device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU
conditional-computation-mnist,8,1.0244739179611206,0.6153,0.5853999853134155,0.5982000231742859,0,,11146,11146,0.0,4439194,7114,workflow,"workflow=conditional_computation; route_summary={'policy': 'early_exit', 'mode': 'eval', 'gate_mode': 'learned', 'gate_metric': 'margin', 'confidence_threshold': 0.22, 'target_cost_ratio': 0.74, 'target_accept_rate': 0.22, 'early_exit_fraction': 0.0882, 'eligible_fraction': 0.0882, 'mean_gate_score': 0.0133, 'max_gate_score': 0.0802, 'mean_exit_confidence': 0.2979, 'full_path_fraction': 0.9118, 'trace_samples': [{'sample': 0, 'path': 'full'}, {'sample': 1, 'path': 'full'}, {'sample': 2, 'path': 'full'}, {'sample': 3, 'path': 'full'}, {'sample': 4, 'path': 'full'}, {'sample': 5, 'path': 'full'}, {'sample': 6, 'path': 'early'}, {'sample': 7, 'path': 'full'}], 'mean_width': 1.0, 'mean_cost_ratio': 0.9136}; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU"
skipnet-mnist,8,1.0519135681152343,0.6231,0.5979999899864197,0.6055999994277954,0,,11146,11146,0.0,4439194,7114,workflow,"workflow=skipnet; route_summary={'policy': 'early_exit', 'mode': 'eval', 'gate_mode': 'learned', 'gate_metric': 'margin', 'confidence_threshold': 0.16, 'target_cost_ratio': 0.74, 'target_accept_rate': 0.26, 'early_exit_fraction': 0.1029, 'eligible_fraction': 0.1029, 'mean_gate_score': 0.0147, 'max_gate_score': 0.0971, 'mean_exit_confidence': 0.3035, 'full_path_fraction': 0.8971, 'trace_samples': [{'sample': 0, 'path': 'full'}, {'sample': 1, 'path': 'full'}, {'sample': 2, 'path': 'full'}, {'sample': 3, 'path': 'full'}, {'sample': 4, 'path': 'full'}, {'sample': 5, 'path': 'full'}, {'sample': 6, 'path': 'early'}, {'sample': 7, 'path': 'full'}], 'mean_width': 1.0, 'mean_cost_ratio': 0.8992}; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU"
iamnn-mnist,8,0.8537020339012146,0.6291,0.5985999703407288,0.61080002784729,0,,11146,11146,0.0,4439194,7114,workflow,"workflow=iamnn; route_summary={'policy': 'early_exit', 'mode': 'eval', 'gate_mode': 'learned', 'gate_metric': 'margin', 'confidence_threshold': 0.16, 'target_cost_ratio': 0.7, 'target_accept_rate': 0.22, 'early_exit_fraction': 0.1029, 'eligible_fraction': 0.1029, 'mean_gate_score': 0.0144, 'max_gate_score': 0.098, 'mean_exit_confidence': 0.3063, 'full_path_fraction': 0.8971, 'trace_samples': [{'sample': 0, 'path': 'full'}, {'sample': 1, 'path': 'full'}, {'sample': 2, 'path': 'full'}, {'sample': 3, 'path': 'full'}, {'sample': 4, 'path': 'full'}, {'sample': 5, 'path': 'full'}, {'sample': 6, 'path': 'early'}, {'sample': 7, 'path': 'full'}], 'mean_width': 1.0, 'mean_cost_ratio': 0.8992}; device=cuda; requested_device=auto; torch=2.11.0+cu128; cuda_available=True; torch_cuda=12.8; cuda_device=NVIDIA GeForce RTX 4070 Laptop GPU"
